Data,Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2023-04-02,798663.0,1007937.0,152923.0,95144.0,351268.0,207471.0,173607.0,20715.0,6818.0,209274.0
2023-04-03,933759.0,961743.0,152592.0,101262.0,388950.0,203415.0,86386.0,22521.0,6619.0,27984.0
2023-04-04,1049202.0,1255236.0,184251.0,103349.0,403299.0,205453.0,347151.0,4789.0,6951.0,206034.0
2023-04-05,1038575.0,1329871.0,183997.0,103544.0,437298.0,207694.0,374123.0,16635.0,6612.0,291296.0
2023-04-06,1018885.0,1100020.0,181424.0,104846.0,476998.0,201716.0,108580.0,19650.0,6810.0,81135.0
2023-04-07,995715.0,989148.0,146742.0,106109.0,464611.0,200888.0,44765.0,18598.0,7444.0,-6567.0
2023-04-08,917135.0,958868.0,146720.0,104044.0,460205.0,206548.0,9881.0,23836.0,7653.0,41733.0
2023-04-09,795160.0,914188.0,161352.0,99785.0,405369.0,205183.0,5427.0,30353.0,6723.0,119028.0
2023-04-10,924030.0,968238.0,160990.0,99724.0,388158.0,204143.0,75374.0,33668.0,6157.0,44208.0
2023-04-11,970475.0,1248360.0,162211.0,101120.0,446505.0,203775.0,306854.0,22310.0,5579.0,277885.0
2023-04-12,972233.0,1075636.0,178916.0,102862.0,466715.0,203935.0,100042.0,17123.0,6051.0,103403.0
2023-04-13,918300.0,1003627.0,141619.0,101543.0,424719.0,205088.0,83933.0,40116.0,6615.0,85327.0
2023-04-14,825280.0,1031938.0,152771.0,101406.0,443442.0,207541.0,98356.0,22224.0,6207.0,206658.0
2023-04-15,779907.0,1002412.0,164248.0,99087.0,454024.0,207121.0,37699.0,35286.0,4959.0,222505.0
2023-04-16,656366.0,1069133.0,145544.0,96539.0,417334.0,205756.0,177368.0,22509.0,4083.0,412767.0
2023-04-17,707760.0,1087116.0,131846.0,98008.0,429076.0,208541.0,202693.0,12587.0,4343.0,379356.0
2023-04-18,822217.0,938654.0,129234.0,88054.0,410244.0,204790.0,79551.0,22363.0,4405.0,116437.0
2023-04-19,922354.0,1028341.0,160707.0,82958.0,444583.0,206257.0,102309.0,26976.0,4570.0,105987.0
2023-04-20,921173.0,1095536.0,161628.0,77130.0,440860.0,202741.0,182577.0,25712.0,4880.0,174363.0
2023-04-21,903477.0,1099689.0,144508.0,74294.0,422353.0,205296.0,222497.0,26350.0,4392.0,196212.0
2023-04-22,814601.0,961301.0,140596.0,70645.0,422061.0,205114.0,82191.0,36403.0,4305.0,146700.0
2023-04-23,721580.0,869091.0,143705.0,69955.0,381491.0,205903.0,27744.0,36226.0,4091.0,147511.0
2023-04-24,862486.0,994301.0,135344.0,69279.0,427266.0,202127.0,123052.0,32664.0,4575.0,131815.0
2023-04-25,930972.0,1077752.0,158912.0,71279.0,458094.0,208782.0,156875.0,18031.0,5784.0,146780.0
2023-04-26,907571.0,993937.0,150236.0,68383.0,418978.0,202931.0,121226.0,26525.0,5656.0,86366.0
2023-04-27,925304.0,1192296.0,148040.0,66926.0,396735.0,206786.0,339007.0,29045.0,5758.0,266992.0
2023-04-28,877434.0,1151469.0,137251.0,57856.0,381209.0,202071.0,326587.0,40612.0,5898.0,274035.0
2023-04-29,802935.0,991535.0,142612.0,54997.0,370970.0,206901.0,171257.0,39553.0,5238.0,188600.0
2023-04-30,706815.0,910210.0,136700.0,56282.0,376158.0,205567.0,90507.0,40029.0,4990.0,203395.0
2023-05-01,690408.0,891384.0,134267.0,54464.0,386797.0,198392.0,69221.0,43514.0,4715.0,200976.0
2023-05-02,792898.0,903282.0,135484.0,59604.0,383393.0,197123.0,77880.0,44972.0,4809.0,110384.0
2023-05-03,866597.0,987780.0,148192.0,74439.0,386609.0,204326.0,136392.0,33424.0,4387.0,121183.0
2023-05-04,905442.0,935246.0,178654.0,75959.0,399378.0,202078.0,58162.0,16290.0,4715.0,29804.0
2023-05-05,867373.0,913441.0,169292.0,75897.0,396827.0,203997.0,30533.0,32211.0,4696.0,46068.0
2023-05-06,786136.0,1027489.0,145169.0,74092.0,334105.0,207776.0,220151.0,41807.0,4392.0,241353.0
2023-05-07,725431.0,829333.0,138015.0,74384.0,355532.0,140829.0,81232.0,35017.0,4307.0,103902.0
2023-05-08,882231.0,817277.0,131513.0,77238.0,427335.0,100063.0,59825.0,16326.0,4962.0,-64954.0
2023-05-09,880098.0,822751.0,122263.0,81433.0,390677.0,102590.0,93404.0,26476.0,5907.0,-57347.0
2023-05-10,874693.0,805795.0,129517.0,82135.0,412304.0,101167.0,36342.0,37503.0,6820.0,-68898.0
2023-05-11,868521.0,833799.0,144731.0,81973.0,420723.0,99473.0,41258.0,38463.0,7189.0,-34722.0
2023-05-12,911898.0,845269.0,148786.0,84772.0,431462.0,100929.0,52372.0,19544.0,7412.0,-66629.0
2023-05-13,802064.0,814890.0,130652.0,80123.0,445447.0,100835.0,23269.0,28075.0,6482.0,12826.0
2023-05-14,724009.0,808648.0,121779.0,77678.0,423419.0,102544.0,47070.0,30144.0,5967.0,84639.0
2023-05-15,803962.0,892769.0,126298.0,73148.0,393016.0,95862.0,176535.0,22612.0,5289.0,88807.0
2023-05-16,887056.0,986038.0,138724.0,71299.0,400906.0,103267.0,245414.0,20437.0,5934.0,98982.0
2023-05-17,886743.0,928661.0,152629.0,73406.0,430410.0,100386.0,149964.0,15479.0,6384.0,41918.0
2023-05-18,871782.0,1001598.0,150043.0,75426.0,446335.0,100114.0,200890.0,22582.0,6158.0,129816.0
2023-05-19,841142.0,989570.0,136437.0,68734.0,442228.0,100079.0,201662.0,34275.0,6109.0,148428.0
2023-05-20,770488.0,947519.0,121732.0,64447.0,428058.0,103588.0,191751.0,32133.0,5804.0,177031.0
2023-05-21,650390.0,830207.0,111859.0,59608.0,379383.0,98212.0,143826.0,31998.0,5322.0,179817.0
2023-05-22,798483.0,893256.0,125307.0,64226.0,459408.0,98386.0,103279.0,36902.0,5691.0,94773.0
2023-05-23,831549.0,887714.0,136026.0,66646.0,488668.0,98923.0,53313.0,38117.0,5971.0,56165.0
2023-05-24,849034.0,866518.0,156131.0,79504.0,486764.0,100609.0,3612.0,35128.0,4721.0,17484.0
2023-05-25,825867.0,861201.0,139965.0,76011.0,479166.0,98835.0,26494.0,34787.0,5926.0,35334.0
2023-05-26,833721.0,864273.0,129689.0,75012.0,450106.0,98153.0,70978.0,34082.0,6208.0,30552.0
2023-05-27,752819.0,814533.0,119739.0,62005.0,435041.0,100123.0,62356.0,28952.0,6318.0,61714.0
2023-05-28,665308.0,758116.0,97511.0,54909.0,394664.0,99122.0,79368.0,27006.0,5537.0,92808.0
2023-05-29,793082.0,869778.0,121815.0,60307.0,443522.0,96104.0,109385.0,33358.0,5276.0,76696.0
2023-05-30,820290.0,861147.0,137641.0,62608.0,461632.0,92424.0,63413.0,37684.0,5710.0,40857.0
2023-05-31,828099.0,837754.0,147071.0,57745.0,459213.0,91419.0,43415.0,33693.0,5163.0,9655.0
2023-06-01,766520.0,794076.0,134167.0,48928.0,449246.0,96131.0,27608.0,33340.0,4616.0,27556.0
2023-06-02,747830.0,802437.0,115263.0,46046.0,454997.0,96640.0,48361.0,36862.0,4247.0,54607.0
2023-06-03,713908.0,834596.0,115131.0,45904.0,417007.0,98578.0,122227.0,31827.0,3910.0,120688.0
2023-06-04,638415.0,811548.0,109744.0,44681.0,405313.0,97675.0,119254.0,31163.0,3683.0,173133.0
2023-06-05,671030.0,830502.0,123043.0,45027.0,474652.0,97598.0,49413.0,37007.0,3735.0,159472.0
2023-06-06,812379.0,879640.0,120190.0,47278.0,476752.0,93755.0,100763.0,35837.0,5054.0,67261.0
2023-06-07,842781.0,853489.0,134552.0,52895.0,466319.0,92763.0,69805.0,31597.0,5526.0,10708.0
2023-06-08,849690.0,825939.0,139909.0,60235.0,459134.0,93316.0,29458.0,36987.0,6874.0,-23751.0
2023-06-09,878744.0,811949.0,138774.0,61443.0,447216.0,96802.0,25008.0,36412.0,6327.0,-66795.0
2023-06-10,805209.0,796333.0,131531.0,58122.0,423248.0,99377.0,45443.0,33346.0,5228.0,-8876.0
2023-06-11,716506.0,749573.0,121161.0,54866.0,380360.0,101445.0,52667.0,34597.0,4471.0,33067.0
2023-06-12,836239.0,892755.0,122896.0,58491.0,405616.0,98259.0,174850.0,27748.0,4901.0,56516.0
2023-06-13,882936.0,876354.0,109293.0,60014.0,448180.0,101496.0,124709.0,27399.0,5218.0,-6582.0
2023-06-14,884040.0,849907.0,133044.0,62972.0,470380.0,100042.0,44659.0,33758.0,5008.0,-34133.0
2023-06-15,891373.0,835244.0,145548.0,64277.0,464395.0,100066.0,27398.0,29297.0,4193.0,-56129.0
2023-06-16,917899.0,884162.0,140484.0,65569.0,480441.0,148379.0,19927.0,24056.0,5276.0,-33737.0
2023-06-17,822951.0,954277.0,128541.0,60613.0,514477.0,196770.0,24415.0,24289.0,5131.0,131326.0
2023-06-18,734247.0,967774.0,96029.0,59203.0,498568.0,202886.0,76634.0,29369.0,5029.0,233527.0
2023-06-19,856789.0,1055062.0,107120.0,66929.0,481221.0,202317.0,154843.0,37255.0,5334.0,198273.0
2023-06-20,871194.0,1014712.0,111763.0,66521.0,528541.0,201628.0,60690.0,40244.0,5303.0,143518.0
2023-06-21,885643.0,1023784.0,123825.0,63863.0,545559.0,198792.0,46465.0,40170.0,5059.0,138141.0
2023-06-22,915872.0,1053982.0,145980.0,65961.0,565849.0,200897.0,32795.0,37154.0,5327.0,138110.0
2023-06-23,928833.0,1034763.0,92004.0,70420.0,559449.0,199437.0,68795.0,39274.0,5337.0,105930.0
2023-06-24,813672.0,941592.0,80988.0,42700.0,506177.0,201329.0,71248.0,34542.0,4562.0,127920.0
2023-06-25,759709.0,855799.0,79373.0,39947.0,439070.0,204110.0,67685.0,21397.0,4191.0,96090.0
2023-06-26,852614.0,967893.0,107379.0,44199.0,482676.0,196905.0,98731.0,33224.0,4734.0,115279.0
2023-06-27,873378.0,944640.0,126183.0,41578.0,466290.0,198090.0,68989.0,38226.0,5267.0,71262.0
2023-06-28,875171.0,939116.0,132809.0,42649.0,446030.0,197053.0,98939.0,16986.0,4612.0,63945.0
2023-06-29,821367.0,895487.0,124146.0,43419.0,404948.0,195727.0,86652.0,36102.0,4440.0,74120.0
2023-06-30,845623.0,858630.0,119499.0,44575.0,403221.0,200210.0,43587.0,43074.0,4441.0,13007.0
2023-07-01,792301.0,869878.0,125219.0,45493.0,362705.0,204404.0,85552.0,42432.0,4004.0,77577.0
2023-07-02,720988.0,749257.0,101424.0,40485.0,262925.0,202873.0,107801.0,29831.0,3806.0,28269.0
2023-07-03,854451.0,806770.0,121055.0,47703.0,379376.0,195564.0,22111.0,36616.0,4264.0,-47681.0
2023-07-04,904351.0,825902.0,133395.0,51001.0,382685.0,195272.0,21953.0,37345.0,4215.0,-78449.0
2023-07-05,916328.0,821483.0,138620.0,51713.0,381588.0,194962.0,14016.0,36190.0,4326.0,-94845.0
2023-07-06,935176.0,815096.0,143233.0,74675.0,331168.0,194960.0,30657.0,35598.0,4762.0,-120080.0
2023-07-07,899842.0,994461.0,118974.0,75249.0,318595.0,193363.0,253392.0,30015.0,4852.0,94619.0
2023-07-08,800270.0,1099698.0,124367.0,106716.0,318140.0,195953.0,318713.0,31115.0,4665.0,299428.0
2023-07-09,719508.0,1046993.0,113671.0,118777.0,285050.0,196540.0,285257.0,43466.0,4158.0,327485.0
2023-07-10,886295.0,933971.0,135635.0,161485.0,329965.0,193858.0,68375.0,39989.0,4605.0,47676.0
2023-07-11,919395.0,892130.0,138823.0,173936.0,321225.0,195342.0,24609.0,33142.0,4993.0,-27265.0
2023-07-12,930988.0,935406.0,128713.0,177852.0,314812.0,195453.0,74370.0,39041.0,5137.0,4418.0
2023-07-13,980215.0,949672.0,113658.0,178958.0,355867.0,194500.0,65428.0,36170.0,5042.0,-30543.0
2023-07-14,934442.0,966835.0,100283.0,179661.0,347687.0,192111.0,103993.0,38446.0,4608.0,32393.0
2023-07-15,867918.0,858733.0,121118.0,152111.0,302505.0,197475.0,39616.0,41193.0,4664.0,-9185.0
2023-07-16,749639.0,787818.0,123462.0,139254.0,253639.0,183650.0,48676.0,35094.0,4015.0,38179.0
2023-07-17,972527.0,981437.0,117893.0,177671.0,337001.0,193118.0,112568.0,38551.0,4617.0,8910.0
2023-07-18,995101.0,902590.0,125775.0,175462.0,276854.0,193917.0,84934.0,40622.0,4974.0,-92511.0
2023-07-19,980756.0,867286.0,135498.0,175561.0,262926.0,190463.0,59433.0,39108.0,4252.0,-113470.0
2023-07-20,941970.0,846331.0,124297.0,173483.0,251705.0,190036.0,67968.0,33777.0,5002.0,-95639.0
2023-07-21,930493.0,861427.0,119876.0,177804.0,260274.0,193538.0,65221.0,39253.0,5412.0,-69066.0
2023-07-22,841748.0,890892.0,107946.0,165380.0,228482.0,193968.0,151977.0,38046.0,5016.0,49144.0
2023-07-23,767480.0,784433.0,109216.0,163897.0,211455.0,195681.0,65071.0,34361.0,4710.0,16953.0
2023-07-24,913345.0,846301.0,129155.0,177959.0,246123.0,194072.0,52066.0,41979.0,4876.0,-67044.0
2023-07-25,964671.0,964367.0,139857.0,177071.0,285431.0,192887.0,127455.0,36931.0,4698.0,-304.0
2023-07-26,965119.0,989657.0,137832.0,176583.0,252364.0,195138.0,193315.0,30886.0,3492.0,24538.0
2023-07-27,876976.0,941295.0,136464.0,184153.0,253745.0,194876.0,142205.0,25269.0,4482.0,64319.0
2023-07-28,846511.0,858506.0,124648.0,181768.0,232245.0,197476.0,73611.0,43831.0,4869.0,11995.0
2023-07-29,783792.0,788210.0,120220.0,168150.0,229147.0,196049.0,32135.0,37625.0,4768.0,4418.0
2023-07-30,728705.0,803208.0,110897.0,146248.0,215707.0,196217.0,94306.0,35204.0,4621.0,74503.0
2023-07-31,844048.0,805199.0,119667.0,177916.0,230618.0,194335.0,53821.0,23996.0,4770.0,-38849.0
2023-08-01,852389.0,772920.0,129325.0,171314.0,216552.0,194578.0,17095.0,38963.0,5023.0,-79469.0
2023-08-02,871696.0,830022.0,146806.0,168538.0,225382.0,193542.0,58926.0,31770.0,4980.0,-41674.0
2023-08-03,731492.0,669038.0,119417.0,136134.0,188557.0,156183.0,32202.0,32543.0,3975.0,-62454.0
2023-08-04,927079.0,855179.0,139211.0,170777.0,210825.0,191803.0,99374.0,38454.0,4717.0,-71900.0
2023-08-05,841104.0,862284.0,119132.0,165762.0,195369.0,194638.0,142613.0,40065.0,4637.0,21180.0
2023-08-06,772553.0,827972.0,127272.0,152946.0,223193.0,197372.0,101320.0,21343.0,4475.0,55419.0
2023-08-07,802810.0,862642.0,94702.0,163000.0,189862.0,191541.0,181693.0,37991.0,3825.0,59832.0
2023-08-08,811818.0,747041.0,99502.0,155267.0,223986.0,148690.0,86102.0,29253.0,4194.0,-64777.0
2023-08-09,812783.0,732735.0,134083.0,170858.0,252743.0,96258.0,35290.0,39442.0,3979.0,-80048.0
2023-08-10,829200.0,806211.0,127234.0,169262.0,260318.0,133567.0,84492.0,26883.0,4410.0,-22989.0
2023-08-11,820062.0,888803.0,116432.0,166174.0,242338.0,191746.0,131546.0,34892.0,5578.0,68741.0
2023-08-12,759227.0,733301.0,122487.0,66941.0,219251.0,199122.0,82716.0,37638.0,5085.0,-25926.0
2023-08-13,685198.0,735123.0,110450.0,133258.0,203302.0,197751.0,45783.0,40113.0,4377.0,49925.0
2023-08-14,772821.0,872314.0,118539.0,123987.0,276744.0,197651.0,109698.0,41513.0,4107.0,99493.0
2023-08-15,752979.0,996726.0,116791.0,145831.0,271633.0,197119.0,233542.0,27422.0,4317.0,243747.0
2023-08-16,863983.0,998966.0,132782.0,146934.0,272906.0,192904.0,227603.0,21732.0,4066.0,134983.0
2023-08-17,881377.0,906536.0,156777.0,146538.0,254319.0,191202.0,118673.0,34832.0,4180.0,25159.0
2023-08-18,892845.0,872728.0,148250.0,147603.0,261674.0,193239.0,82989.0,34244.0,4669.0,-20117.0
2023-08-19,836344.0,852828.0,146527.0,143787.0,249399.0,197661.0,74656.0,35665.0,5084.0,16484.0
2023-08-20,778146.0,821273.0,143008.0,130662.0,229714.0,197769.0,78556.0,36795.0,4728.0,43127.0
2023-08-21,922142.0,864895.0,153583.0,150654.0,252690.0,193655.0,73071.0,36245.0,4959.0,-57247.0
2023-08-22,956627.0,867383.0,156627.0,149995.0,260997.0,191922.0,65808.0,36767.0,5202.0,-89244.0
2023-08-23,969806.0,831995.0,169188.0,148801.0,247655.0,195098.0,32252.0,33216.0,5714.0,-137811.0
2023-08-24,970244.0,805690.0,166749.0,151452.0,216220.0,194274.0,36291.0,35267.0,5390.0,-164554.0
2023-08-25,940880.0,781044.0,150927.0,148554.0,207719.0,193350.0,37197.0,37968.0,5292.0,-159836.0
2023-08-26,871741.0,804994.0,148596.0,143947.0,185970.0,195718.0,87378.0,38273.0,5047.0,-66747.0
2023-08-27,810354.0,779031.0,156714.0,145107.0,192295.0,199560.0,40338.0,40349.0,4638.0,-31323.0
2023-08-28,943452.0,795648.0,156686.0,147625.0,211357.0,195887.0,39027.0,40015.0,5016.0,-147804.0
2023-08-29,937559.0,786111.0,149642.0,142631.0,206215.0,192243.0,56838.0,33406.0,5115.0,-151448.0
2023-08-30,926316.0,835788.0,135602.0,150313.0,192398.0,195502.0,129826.0,27209.0,4879.0,-90528.0
2023-08-31,888735.0,754339.0,141040.0,151716.0,202202.0,194521.0,29401.0,30344.0,5068.0,-134396.0
2023-09-01,867775.0,794346.0,148397.0,146205.0,187488.0,196315.0,74224.0,36392.0,5258.0,-73429.0
2023-09-02,771845.0,744405.0,135055.0,143207.0,173923.0,195728.0,54108.0,37236.0,5117.0,-27440.0
2023-09-03,717981.0,709594.0,135790.0,142328.0,181021.0,195464.0,19140.0,30690.0,5129.0,-8387.0
2023-09-04,848781.0,875880.0,126423.0,149151.0,176333.0,196829.0,201074.0,20604.0,5389.0,27099.0
2023-09-05,859470.0,1021870.0,135437.0,142944.0,225025.0,198071.0,280188.0,33996.0,6166.0,162400.0
2023-09-06,850741.0,890963.0,134680.0,155238.0,210090.0,199004.0,145592.0,40138.0,6134.0,40222.0
2023-09-07,855406.0,860998.0,140869.0,157279.0,208168.0,195160.0,113579.0,39544.0,6357.0,5592.0
2023-09-08,850217.0,865701.0,129912.0,153386.0,214416.0,199170.0,124512.0,37902.0,6303.0,15484.0
2023-09-09,765678.0,757039.0,117024.0,129013.0,207240.0,198718.0,58529.0,40615.0,5792.0,-8639.0
2023-09-10,684800.0,723531.0,109438.0,129586.0,160849.0,195073.0,88268.0,34536.0,5721.0,38731.0
2023-09-11,830489.0,746908.0,122141.0,163673.0,193206.0,199726.0,22793.0,39404.0,5884.0,-83581.0
2023-09-12,865030.0,784630.0,118147.0,161609.0,209977.0,198845.0,50870.0,38519.0,6586.0,-80400.0
2023-09-13,869128.0,820464.0,115261.0,158437.0,194576.0,196504.0,112585.0,35821.0,7265.0,-48664.0
2023-09-14,865688.0,872151.0,113485.0,154131.0,182637.0,195353.0,191062.0,28573.0,6878.0,6463.0
2023-09-15,872277.0,747954.0,99716.0,158466.0,196616.0,192394.0,72717.0,22317.0,5681.0,-124323.0
2023-09-16,795921.0,758822.0,117904.0,156357.0,171029.0,195893.0,92676.0,18884.0,6003.0,-37099.0
2023-09-17,715772.0,741828.0,120742.0,133411.0,163763.0,198659.0,95735.0,24522.0,4905.0,26056.0
2023-09-18,843106.0,795363.0,138699.0,161495.0,196290.0,196545.0,61611.0,35994.0,4648.0,-47743.0
2023-09-19,893849.0,789078.0,145399.0,161821.0,203356.0,200390.0,51054.0,21933.0,5063.0,-104771.0
2023-09-20,863348.0,762716.0,141534.0,164539.0,193138.0,199309.0,28949.0,30172.0,4995.0,-100632.0
2023-09-21,884619.0,792364.0,146370.0,172485.0,194671.0,199032.0,42886.0,31718.0,5167.0,-92255.0
2023-09-22,877786.0,913728.0,126107.0,171587.0,179231.0,199959.0,199456.0,32222.0,5108.0,35942.0
2023-09-23,802831.0,859865.0,120079.0,167295.0,179913.0,201566.0,153082.0,32750.0,5134.0,57034.0
2023-09-24,732446.0,762788.0,116375.0,154286.0,161687.0,202464.0,97425.0,25560.0,4890.0,30342.0
2023-09-25,839101.0,892331.0,112119.0,167662.0,166951.0,194619.0,216915.0,29381.0,4634.0,53230.0
2023-09-26,870296.0,1018454.0,110519.0,181103.0,178046.0,200883.0,307413.0,35503.0,4910.0,148158.0
2023-09-27,636293.0,724189.0,89993.0,137736.0,139408.0,147318.0,198113.0,8238.0,3373.0,87896.0
2023-09-28,845382.0,920058.0,119895.0,179262.0,169707.0,194335.0,218344.0,33342.0,5133.0,74676.0
2023-09-29,846957.0,893784.0,135110.0,179310.0,170013.0,196469.0,174003.0,32240.0,6569.0,46827.0
2023-09-30,757405.0,830733.0,110804.0,174555.0,156505.0,199085.0,150476.0,32608.0,6646.0,73328.0
2023-10-01,690835.0,842687.0,94259.0,165361.0,162628.0,200737.0,187543.0,25811.0,6277.0,151852.0
2023-10-02,804893.0,872985.0,101211.0,170149.0,178191.0,196808.0,194181.0,25666.0,6439.0,68092.0
2023-10-03,831957.0,754011.0,101836.0,171044.0,195183.0,202219.0,45049.0,32493.0,6166.0,-77946.0
2023-10-04,850939.0,809986.0,107520.0,170972.0,198617.0,204499.0,91618.0,30247.0,6464.0,-40953.0
2023-10-05,857518.0,801105.0,110888.0,183399.0,186220.0,200147.0,85750.0,27872.0,6790.0,-56413.0
2023-10-06,833785.0,786196.0,120417.0,180466.0,183375.0,197473.0,73325.0,24063.0,7027.0,-47589.0
2023-10-07,774536.0,866043.0,115196.0,179469.0,155943.0,204365.0,171491.0,32735.0,6786.0,91507.0
2023-10-08,720760.0,945072.0,131153.0,179989.0,179958.0,201844.0,227490.0,18513.0,6092.0,224312.0
2023-10-09,842387.0,814498.0,127996.0,185315.0,190227.0,198469.0,81627.0,24881.0,5924.0,-27889.0
2023-10-10,864145.0,806387.0,124008.0,180733.0,177655.0,201398.0,88199.0,27755.0,6601.0,-57758.0
2023-10-11,866369.0,772506.0,126077.0,174837.0,191507.0,199810.0,45195.0,27335.0,7709.0,-93863.0
2023-10-12,885542.0,904530.0,134007.0,184449.0,184430.0,204717.0,155767.0,33798.0,7301.0,18988.0
2023-10-13,895133.0,802497.0,133492.0,181511.0,211158.0,199659.0,49685.0,18625.0,8309.0,-92636.0
2023-10-14,754413.0,767459.0,118996.0,168551.0,164456.0,201035.0,77144.0,30041.0,7209.0,13046.0
2023-10-15,735501.0,813027.0,126296.0,167199.0,168103.0,202761.0,120470.0,21028.0,7127.0,77526.0
2023-10-16,871846.0,938801.0,123594.0,181159.0,177805.0,200849.0,220838.0,27272.0,7236.0,66955.0
2023-10-17,922587.0,775199.0,136050.0,195079.0,203291.0,198847.0,10147.0,24406.0,7300.0,-147388.0
2023-10-18,909174.0,781218.0,107360.0,193702.0,194873.0,203277.0,44676.0,30151.0,7098.0,-127956.0
2023-10-19,942700.0,1001592.0,126953.0,200902.0,187073.0,205746.0,250725.0,23173.0,7199.0,58892.0
2023-10-20,906422.0,904223.0,126608.0,198696.0,201659.0,200853.0,150925.0,18574.0,6909.0,-2199.0
2023-10-21,827275.0,890372.0,119485.0,183595.0,177285.0,205669.0,173291.0,24463.0,6578.0,63097.0
2023-10-22,744250.0,804156.0,123927.0,185825.0,171054.0,204283.0,91904.0,20288.0,6819.0,59906.0
2023-10-23,870330.0,775554.0,124523.0,192934.0,189342.0,201268.0,37929.0,22630.0,6857.0,-94776.0
2023-10-24,899645.0,775345.0,134164.0,193386.0,192296.0,201656.0,27445.0,19682.0,6684.0,-124300.0
2023-10-25,921014.0,953250.0,130448.0,193698.0,180004.0,205084.0,219847.0,16950.0,7135.0,32236.0
2023-10-26,882140.0,846557.0,127223.0,188118.0,175614.0,196283.0,136566.0,15531.0,7191.0,-35583.0
2023-10-27,914555.0,888911.0,133820.0,191664.0,201011.0,198695.0,148758.0,7837.0,7061.0,-25644.0
2023-10-28,816213.0,908246.0,126051.0,146960.0,149807.0,199945.0,254786.0,24811.0,5824.0,92033.0
2023-10-29,715360.0,647858.0,119569.0,107029.0,164478.0,198248.0,25184.0,27890.0,5408.0,-67502.0
2023-10-30,851243.0,845674.0,120846.0,190680.0,176669.0,195916.0,129659.0,26035.0,5827.0,-5569.0
2023-10-31,888570.0,917821.0,128178.0,192758.0,181801.0,199288.0,187137.0,22667.0,5949.0,29251.0
2023-11-01,874065.0,838972.0,105780.0,188874.0,176237.0,192439.0,147891.0,22130.0,5559.0,-35093.0
2023-11-02,912711.0,787881.0,117147.0,198784.0,188062.0,199148.0,66264.0,12666.0,5777.0,-124830.0
2023-11-03,920742.0,946821.0,120830.0,200614.0,222015.0,198808.0,186568.0,11780.0,6151.0,26079.0
2023-11-04,838926.0,927736.0,115628.0,186219.0,216732.0,199644.0,200514.0,3526.0,5413.0,88810.0
2023-11-05,756235.0,935990.0,107228.0,184919.0,181504.0,203760.0,231698.0,21327.0,5466.0,179755.0
2023-11-06,886457.0,983199.0,123467.0,187384.0,202295.0,199971.0,237891.0,24861.0,7262.0,96742.0
2023-11-07,921524.0,854769.0,136849.0,200309.0,224306.0,200242.0,67244.0,17890.0,7831.0,-66755.0
2023-11-08,914162.0,951976.0,141589.0,193631.0,229875.0,198532.0,175299.0,5826.0,7181.0,37814.0
2023-11-09,913355.0,890213.0,138367.0,198907.0,245865.0,198545.0,74945.0,26587.0,6896.0,-23142.0
2023-11-10,960776.0,1015637.0,132394.0,202479.0,241896.0,202988.0,212792.0,16113.0,6956.0,54861.0
2023-11-11,870049.0,947508.0,122351.0,197240.0,237270.0,200608.0,177407.0,6054.0,6504.0,77459.0
2023-11-12,784980.0,1077917.0,115387.0,196044.0,227151.0,200690.0,315613.0,17103.0,5853.0,292937.0
2023-11-13,923530.0,825265.0,132061.0,203802.0,249164.0,197199.0,16737.0,19272.0,6987.0,-98265.0
2023-11-14,950099.0,976371.0,126420.0,205519.0,225267.0,200083.0,195593.0,16287.0,7130.0,26272.0
2023-11-15,960022.0,868126.0,144673.0,199616.0,234107.0,199977.0,79144.0,4785.0,5731.0,-91896.0
2023-11-16,943584.0,901006.0,143136.0,204402.0,260750.0,196629.0,69109.0,18931.0,7959.0,-42578.0
2023-11-17,984734.0,945962.0,149600.0,210885.0,305718.0,199651.0,66383.0,5611.0,8061.0,-38772.0
2023-11-18,923710.0,1057826.0,142957.0,207448.0,325289.0,177735.0,193255.0,3325.0,7716.0,134116.0
2023-11-19,814841.0,968045.0,140933.0,197939.0,252249.0,126149.0,225612.0,17466.0,7606.0,153204.0
2023-11-20,907048.0,820180.0,141445.0,202988.0,267647.0,154364.0,36226.0,9937.0,7524.0,-86868.0
2023-11-21,967298.0,811439.0,154947.0,220977.0,278182.0,98216.0,37497.0,13661.0,7872.0,-155859.0
2023-11-22,1006261.0,898288.0,151500.0,222769.0,256291.0,96105.0,158089.0,5550.0,7972.0,-107973.0
2023-11-23,1017662.0,944719.0,154602.0,239751.0,263317.0,96887.0,172758.0,9574.0,7777.0,-72943.0
2023-11-24,1011003.0,979915.0,149145.0,236864.0,244121.0,97159.0,239580.0,5833.0,7118.0,-31088.0
2023-11-25,946113.0,916218.0,135152.0,231100.0,246478.0,97971.0,196748.0,2572.0,6126.0,-29895.0
2023-11-26,860883.0,962154.0,144606.0,232512.0,314529.0,124819.0,132129.0,7180.0,6296.0,101271.0
2023-11-27,997348.0,943869.0,143715.0,241811.0,265676.0,181811.0,88823.0,15112.0,6859.0,-53479.0
2023-11-28,1054048.0,1036057.0,142114.0,251259.0,280734.0,196191.0,154240.0,4223.0,7227.0,-17991.0
